GWAS	cutoff	selection_metrics	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	Enrichment.Lower.SE	Enrichment.Upper.SE	Log_P	Coefficient.Lower.SE	Coefficient.Upper.SE	Z_score_P	Z_score_logP
AD2019	Top 1%	CLR	DHS_peaks_TrynkaL2_1	0.109959824927	-0.0213064678222	0.245925566103	-0.193765930752	2.23650379825	0.5935669475275174	-4.06021808251e-9	1.11411939574e-8	-0.364432941213	-2.4302697290019997	2.042737867498	0.22653029052226845	-1.520141203991e-8	7.080975874889999e-9	0.7155347407105901	0.14536927548543327
AD2019	Top 1%	CLR	DHS_TrynkaL2_1	0.165742769149	-0.0782144658438	0.293056927628	-0.47190273364699997	1.76814306369	0.401581698844366	-9.5836572719e-9	9.55033845213e-9	-1.00348875801	-2.240045797337	1.296240330043	0.3962260873770049	-1.913399572403e-8	-3.3318819769998875e-11	0.31562509838056946	0.5008284691673409
AD2019	Top 1%	CLR	DHS_Trynka.flanking.500L2_1	0.330062660634	0.69615420401500006	0.372438926605	2.10915770563	1.12838854868	0.3245112158529381	2.17526296157e-9	4.79430991777e-9	0.453717635881	0.9807691569499999	3.2375462543099998	0.48877028838945574	-2.6190469562e-9	6.96957287934e-9	0.650032071799167	0.18706521526208753
AD2019	Top 1%	CLR	Enhancer_AnderssonL2_1	0.00431375844865	0.0549209439832	0.0538776768634	12.731576104	12.4897296649	0.34023534826127033	3.04258563076e-8	3.62051070987e-8	0.840374708037	0.2418464390999997	25.221305768900002	0.46822056797999556	-5.779250791100002e-9	6.663096340630001e-8	0.4006983254283234	0.3971824725379974
AD2019	Top 1%	CLR	Enhancer_Andersson.flanking.500L2_1	0.0147088846313	0.0511391834206	0.0878025223071	3.47675467599	5.96935284407	0.6794827167567854	3.35195132751e-9	1.67457615857e-8	0.200167147392	-2.4925981680800002	9.44610752006	0.16782158545483902	-1.3393810258189999e-8	2.009771291321e-8	0.8413498597744707	0.07502337331749492
AD2019	Top 1%	CLR	Enhancer_HoffmanL2_1	0.0419232233195	0.313962861783	0.141281043396	7.4889962394	3.36999477161	0.05583751733780286	9.725719162e-9	1.40869841068e-8	0.690404637946	4.1190014677899995	10.85899101101	1.253073899669674	-4.3612649448e-9	2.38127032688e-8	0.48993976091545427	0.30985731407404143
AD2019	Top 1%	CLR	Enhancer_Hoffman.flanking.500L2_1	0.0478821316459	-0.0371803830908	0.150771641968	-0.776498075853	3.14880805816	0.5724929254110651	-1.05359335328e-8	9.16309195648e-9	-1.14982296182	-3.925306134013	2.372309982307	0.24222987575474694	-1.969902548928e-8	-1.3728415763200004e-9	0.2502167958615889	0.6016835415443418
AD2019	Top 1%	CLR	FetalDHS_TrynkaL2_1	0.0836828878411	0.10138050226	0.205971175782	1.21148426967	2.46132968275	0.9314318144407434	4.11262086345e-9	8.88967275397e-9	0.462629050278	-1.2498454130800003	3.6728139524200003	0.03084893217514736	-4.77705189052e-9	1.300229361742e-8	0.6436302820571629	0.19136353104139797
AD2019	Top 1%	CLR	FetalDHS_Trynka.flanking.500L2_1	0.199517409282	0.279733475737	0.270148220713	1.40205046138	1.35400826266	0.7652269751754407	-2.09996222599e-9	5.35577842776e-9	-0.392092812337	0.04804219871999993	2.75605872404	0.11620972896968569	-7.45574065375e-9	3.25581620177e-9	0.6949896381170921	0.15802167043451318
AD2019	Top 1%	CLR	H3K27ac_HniszL2_1	0.389043808427	0.895193954697	0.147515831784	2.30101067105	0.379175374569	6.4631565788675e-4	4.09073153904e-9	2.0363225735e-9	2.00888188947	1.9218352964809997	2.6801860456189996	3.189555322568056	2.0544089655399996e-9	6.12705411254e-9	0.04454966100310813	1.3511555963418016
AD2019	Top 1%	CLR	H3K27ac_Hnisz.flanking.500L2_1	0.0314153673807	-0.108467318842	0.15457014318	-3.45268344398	4.92020804044	0.36183121642427835	-1.09988043012e-8	1.45263915808e-8	-0.757160113714	-8.37289148442	1.4675245964600006	0.4414939677802894	-2.5525195882e-8	3.5275872796e-9	0.44895394309936243	0.3477982097400011
AD2019	Top 1%	CLR	H3K27ac_PGC2L2_1	0.268521272457	0.593220805321	0.154957435505	2.20921344478	0.577076944732	0.03488733223521998	-8.35557144276e-10	5.23470141446e-9	-0.159618873766	1.632136500048	2.786290389512	1.4573322389158787	-6.070258558736e-9	4.399144270184e-9	0.8731813104946793	0.0588955684689621
AD2019	Top 1%	CLR	H3K27ac_PGC2.flanking.500L2_1	0.0666234535935	-0.0115317799569	0.135394296869	-0.173088894899	2.03223173771	0.5619549604821414	-4.00392705431e-9	5.76778182571e-9	-0.694188368301	-2.2053206326090002	1.8591428428110002	0.2502984908329243	-9.77170888002e-9	1.7638547713999997e-9	0.48756408616637575	0.3119682918850643
AD2019	Top 1%	CLR	H3K4me1_peaks_TrynkaL2_1	0.168870181117	0.258814156205	0.452634180329	1.53262200876	2.6803677081	0.8427380509684871	8.47827842636e-11	1.1113944668e-8	0.00762850516139	-1.14774569934	4.21298971686	0.07430739654681812	-1.1029161883736401e-8	1.11987274522636e-8	0.9939133925438772	0.0026514574326684894
AD2019	Top 1%	CLR	H3K4me1_TrynkaL2_1	0.423455069727	0.554067962659	0.180867914832	1.30844569417	0.427124216387	0.4705387610710303	-1.78215843625e-9	3.0508273514e-9	-0.584155781687	0.8813214777830001	1.735569910557	0.32740459534853006	-4.83298578765e-9	1.2686689151500003e-9	0.5591155081643464	0.25249846156569933
AD2019	Top 1%	CLR	H3K4me1_Trynka.flanking.500L2_1	0.182245600226	0.262977229428	0.204376416529	1.44298259657	1.12143402242	0.6920177931605178	1.44474950823e-9	3.34401725254e-9	0.432040088049	0.32154857415000015	2.56441661899	0.1598827388205785	-1.8992677443100002e-9	4.78876676077e-9	0.6657122774078912	0.17671343349247662
AD2019	Top 1%	CLR	H3K4me3_peaks_TrynkaL2_1	0.0413684654276	-0.00390100821564	0.202222876646	-0.0942990796326	4.88833401374	0.8220534816880685	-1.4240874333e-8	1.38734153567e-8	-1.02648655481	-4.9826330933726	4.794034934107399	0.0850999269289977	-2.8114289689699997e-8	-3.674589762999999e-10	0.30466229796468963	0.5161812865025646
AD2019	Top 1%	CLR	H3K4me3_TrynkaL2_1	0.132886742326	0.330558662134	0.149988074251	2.48752175234	1.12869103137	0.1971491717000134	3.99260276195e-9	4.44225328928e-9	0.898778728261	1.3588307209700001	3.61621278371	0.7052050432261585	-4.496505273299996e-10	8.43485605123e-9	0.36877053263510867	0.4332437894222605
AD2019	Top 1%	CLR	H3K4me3_Trynka.flanking.500L2_1	0.122154433391	0.311801163405	0.420242034314	2.55251614492	3.44025200435	0.6503478063949877	6.62933828877e-9	1.03874596328e-8	0.638205925519	-0.8877358594300002	5.99276814927	0.18685432028023674	-3.758121344030001e-9	1.701679792157e-8	0.5233396404598397	0.2812163682969268
AD2019	Top 1%	CLR	H3K9ac_peaks_TrynkaL2_1	0.0381863661077	0.146139124691	0.163314391152	3.82699742308	4.27677225666	0.5082186633067565	4.6611339109e-9	1.33511625821e-8	0.349118204669	-0.44977483358000026	8.103769679740001	0.2939493904027099	-8.690028671200001e-9	1.8012296493e-8	0.7270005700658698	0.1384652485957565
AD2019	Top 1%	CLR	H3K9ac_TrynkaL2_1	0.125302311178	0.35571592739	0.215922418973	2.83886166221	1.72321178231	0.2865954724211503	-5.2655322669e-9	9.07819038217e-9	-0.580020031	1.1156498798999999	4.562073444519999	0.5427306747832046	-1.4343722649069999e-8	3.812658115269999e-9	0.5619011097726883	0.2503401101587419
AD2019	Top 1%	CLR	H3K9ac_Trynka.flanking.500L2_1	0.104469785154	0.104313190098	0.238568976553	0.998501049313	2.28361699223	0.9994721649351327	-2.74758668889e-9	7.01288523184e-9	-0.391791195501	-1.2851159429169998	3.282118041543	2.2929637668594013e-4	-9.76047192073e-9	4.26529854295e-9	0.6952125010281457	0.15788242718262166
AD2019	Top 1%	CLR	Intron_UCSCL2_1	0.38745133287	0.516819134919	0.0795107518906	1.33389432704	0.205214810597	0.0925259741601142	2.96061774471e-10	6.86667769599e-10	0.431157231457	1.1286795164430001	1.539109137637	1.0337363337374719	-3.9060599512799995e-10	9.8272954407e-10	0.6663540491488722	0.17629495891390945
AD2019	Top 1%	CLR	Intron_UCSC.flanking.500L2_1	0.00934029775082	0.131075935303	0.0917072713934	14.0333786781	9.81845267035	0.1840468874014294	2.97510989091e-8	3.49229050026e-8	0.851907907057	4.21492600775	23.85183134845	0.735071522937848	-5.1718060935000025e-9	6.46740039117e-8	0.39426520788246694	0.4042115457554208
AD2019	Top 1%	CLR	PromoterFlanking_HoffmanL2_1	0.0082769139357	0.0222004219636	0.0659857978025	2.68221007686	7.97227062105	0.8327148498350895	-1.3337834938e-8	2.08261862273e-8	-0.640435785624	-5.29006054419	10.65448069791	0.0795036904828914	-3.41640211653e-8	7.488351289300002e-9	0.521889323976493	0.28242158719420635
AD2019	Top 1%	CLR	PromoterFlanking_Hoffman.flanking.500L2_1	0.0248872744377	0.0246929424694	0.0945860347795	0.992191512623	3.80057828414	0.9983580517626335	-1.27662623961e-8	1.54323483749e-8	-0.82724042291	-2.808386771517	4.792769796763	7.136751283389915e-4	-2.8198610771e-8	2.6660859787999993e-9	0.40810080428843487	0.38923254931473467
AD2019	Top 1%	CLR	Promoter_UCSCL2_1	0.0463352847995	0.333168571599	0.0957045231119	7.19038575118	2.06547825326	7.611785217071e-4	7.08332169444e-9	7.01156782091e-9	1.0102336418	5.124907497920001	9.25586400444	3.118513474767163	7.175387353000025e-11	1.409488951535e-8	0.31238336495065855	0.5053121012431743
AD2019	Top 1%	CLR	Promoter_UCSC.flanking.500L2_1	0.0105898869666	-0.100806134994	0.0820953559948	-9.51909452023	7.75224100632	0.15872209871166992	-3.36065832678e-8	2.02712765594e-8	-1.65784247328	-17.27133552655	-1.7668535139100001	0.7993626026692853	-5.38778598272e-8	-1.3335306708400003e-8	0.09734926592758728	1.0116673189749732
AD2019	Top 1%	CLR	Repressed_HoffmanL2_1	0.460018093797	0.174396788426	0.164915960366	0.379108541115	0.358498856001	0.0804945042785623	-1.54652013607e-9	2.24059278822e-9	-0.690228114721	0.020609685113999965	0.737607397116	1.0942337698553624	-3.78711292429e-9	6.940726521499999e-10	0.4900507456595268	0.3097589456473907
AD2019	Top 1%	CLR	Repressed_Hoffman.flanking.500L2_1	0.258437495125	0.139197853854	0.214370395413	0.538613229426	0.829486430789	0.5773143726530106	-8.8781117205e-10	2.64118058826e-9	-0.33614179053	-0.290873201363	1.368099660215	0.23858763029594188	-3.5289917603100002e-9	1.7533694162100001e-9	0.7367639457499577	0.13267163490805853
AD2019	Top 1%	CLR	SuperEnhancer_HniszL2_1	0.167206746205	0.449132252752	0.0841980156686	2.68608930528	0.503556331187	6.1315504147404e-4	-1.36761763672e-9	1.63274257999e-9	-0.837619875587	2.1825329740929997	3.189645636467	3.212429696537083	-3.00036021671e-9	2.6512494326999995e-10	0.4022442264871638	0.3955101807224334
AD2019	Top 1%	CLR	SuperEnhancer_Hnisz.flanking.500L2_1	0.00317337618406	0.0352876905084	0.0482721793066	11.1199203819	15.2116158018	0.5058642256327417	3.11887756149e-8	4.29533085987e-8	0.726108805872	-4.091695419900001	26.331536183700003	0.29596603251009257	-1.1764532983799998e-8	7.41420842136e-8	0.4677720711198924	0.3299657118141852
AD2019	Top 1%	CLR	TFBS_ENCODEL2_1	0.130971510741	0.184166518197	0.314823018818	1.40615708832	2.40375190785	0.8659403305188221	-2.43196840975e-9	7.44195336419e-9	-0.326791675617	-0.9975948195299997	3.80990899617	0.06251203294711917	-9.87392177394e-9	5.00998495444e-9	0.7438254559692299	0.12852896284476414
AD2019	Top 1%	CLR	TFBS_ENCODE.flanking.500L2_1	0.210069887416	0.586481074674	0.416193129699	2.79183790636	1.9812127041	0.360943849212501	6.21425972375e-9	4.47313637468e-9	1.38923994335	0.81062520226	4.77305061046	0.44256035453170517	1.7411233490700001e-9	1.068739609843e-8	0.1647597993127881	0.7831487457117465
AD2019	Top 1%	CLR	Transcr_HoffmanL2_1	0.345192604324	0.395710222109	0.14058268309	1.14634617646	0.407258676255	0.7168248256871187	3.2805088125e-9	2.88799108166e-9	1.13591376141	0.739087500205	1.553604852715	0.14458696222954845	3.925177308400001e-10	6.1684998941600006e-9	0.2559926583295693	0.5917724897376686
AD2019	Top 1%	CLR	Transcr_Hoffman.flanking.500L2_1	0.416710575913	0.617210816927	0.168366066761	1.48114987381	0.40403598203	0.24290471776561673	6.15795862941e-9	2.03828031856e-9	3.02115394695	1.0771138917799998	1.88518585584	0.6145640501200363	4.1196783108500006e-9	8.19623894797e-9	0.002518132955543566	2.5989213431977674
AD2019	Top 1%	CLR	TSS_HoffmanL2_1	0.0178069398921	0.039122371253	0.09114631465	2.19702944415	5.11858383319	0.8146261022035555	-4.13692747765e-8	2.66520281186e-8	-1.55219987734	-2.9215543890399998	7.31561327734	0.08904167838781475	-6.80213028951e-8	-1.4717246657899997e-8	0.12061440545127886	0.9186008196056259
AD2019	Top 1%	CLR	TSS_Hoffman.flanking.500L2_1	0.0165316845264	0.280756754754	0.190998941677	16.9829489732	11.553507531	0.16415306169437352	3.2876033698e-8	2.66152396254e-8	1.23523342869	5.4294414422	28.536456504199997	0.7847510126326527	6.260794072599997e-9	5.9491273323399996e-8	0.21674364144632124	0.664053634452821
AD2019	Top 1%	CLR	UTR_3_UCSCL2_1	0.0111681302243	0.0455510664154	0.0402474283078	4.07866540776	3.60377498286	0.3848879629592634	-2.18931657712e-8	1.33959570048e-8	-1.63431143914	0.4748904248999999	7.68244039062	0.4146656708802445	-3.5289122775999995e-8	-8.4972087664e-9	0.10219347296725999	0.9905768414305043
AD2019	Top 1%	CLR	UTR_3_UCSC.flanking.500L2_1	0.0152752174535	0.0385093951678	0.0518840611029	2.52103744415	3.39661685739	0.6570523973885735	-5.68790999737e-9	9.70373145581e-9	-0.586156987472	-0.8755794132400001	5.917654301540001	0.18239999575322977	-1.5391641453180002e-8	4.0158214584400004e-9	0.5577700233137493	0.2535448300829766
AD2019	Top 1%	CLR	UTR_5_UCSCL2_1	0.00546017980732	-0.029800915689	0.0536713391902	-5.45786342952	9.829591897	0.5124985836882465	-5.63664312636e-8	3.6087959591e-8	-1.56191793336	-15.28745532652	4.3717284674800005	0.2903073304619234	-9.24543908546e-8	-2.0278471672599997e-8	0.11830732319035346	0.926988371832553
AD2019	Top 1%	CLR	UTR_5_UCSC.flanking.500L2_1	0.0213872839158	0.129704853436	0.0752472476008	6.06457808982	3.51831714103	0.14332575284242585	-6.00199222782e-9	1.18001611112e-8	-0.508636464472	2.5462609487900005	9.58289523085	0.8436757683430823	-1.7802153339020003e-8	5.79816888338e-9	0.6110070645682952	0.21395376834125818
AD2019	Top 1%	CLR	WeakEnhancer_HoffmanL2_1	0.0209056661632	-0.0760693168881	0.207756170749	-3.63869375384	9.9377924208	0.6394616867121616	-1.06053577571e-8	2.44718849441e-8	-0.433369059285	-13.57648617464	6.299098666959999	0.1941854711195749	-3.50772427012e-8	1.3866527187e-8	0.6647466747922102	0.17734382642664162
AD2019	Top 1%	CLR	WeakEnhancer_Hoffman.flanking.500L2_1	0.0678186909626	0.211444177061	0.170356550885	3.11778617458	2.51194100722	0.40168888861607294	3.86060129688e-9	5.83842952595e-9	0.661239684357	0.60584516736	5.6297271818	0.3961101814111403	-1.9778282290700006e-9	9.69903082283e-9	0.5084586152330164	0.2937443896583609
AD2019	Top 1%	CLR	GERP.NSL2_1	1.74531625629	2.10799889787	0.490908377483	1.20780339396	0.281271875922	0.4632242650347941	-3.43063434454e-10	9.87301275779e-10	-0.347475935532	0.9265315180379999	1.489075269882	0.3342086990761742	-1.3303647102329999e-9	6.44237841325e-10	0.7282337942524867	0.13772917116308997
AD2019	Top 1%	CLR	GERP.RSsup4L2_1	0.0081499252075	-0.0230331723167	0.0563551807532	-2.82618204834	6.91480956185	0.5793518365813939	-2.01107345952e-8	3.33885483422e-8	-0.602324317582	-9.740991610190001	4.08862751351	0.23705761195648895	-5.349928293739999e-8	1.3277813746999999e-8	0.546958276923	0.26204580125927573
AD2019	Top 1%	CLR	MAFbin1L2_1	0.102357276496	0.00482553305469	0.0401586853373	0.0471440157445	0.392338353579	0.00667238291694513	-1.33880602158e-9	1.28157613687e-9	-1.04465586013	-0.3451943378345	0.4394823693235	2.175719038217979	-2.62038215845e-9	-5.722988471000001e-11	0.2961820522110983	0.5284412620263015
AD2019	Top 1%	CLR	MAFbin2L2_1	0.0998554140227	0.106730463059	0.0366033389406	1.06885003786	0.366563388664	0.85085453855158	1.15526028245e-9	1.22818547496e-9	0.940623632182	0.702286649196	1.4354134265240002	0.0701446802257339	-7.29251925099999e-11	2.38344575741e-9	0.3468977669350376	0.4597984958077307
AD2019	Top 1%	CLR	MAFbin3L2_1	0.0996066368973	0.0537070641324	0.0377073680064	0.539191622219	0.378562806465	0.21883251367130813	-2.63274908542e-10	1.08904122679e-9	-0.241749258031	0.16062881575399995	0.917754428684	0.6598881509904075	-1.352316135332e-9	8.25766318248e-10	0.8089744589587068	0.09206518977017283
AD2019	Top 1%	CLR	MAFbin4L2_1	0.100695686862	0.166641258963	0.0387272105526	1.65489967004	0.384596518077	0.07528367519159616	2.54227816633e-9	1.15268514525e-9	2.20552696182	1.2703031519630001	2.039496188117	1.1232991877148324	1.38959302108e-9	3.69496331158e-9	0.027417137968581556	1.5619778824905377
AD2019	Top 1%	CLR	MAFbin5L2_1	0.0983171225596	0.0470656295715	0.0410127820987	0.478712439361	0.417147909041	0.2043562617531004	-8.03793158193e-10	1.36350235889e-9	-0.589506246873	0.06156453031999998	0.895860348402	0.6896120503763937	-2.1672955170829997e-9	5.59709200697e-10	0.5555217228452605	0.2552989539555671
AD2019	Top 1%	CLR	MAFbin6L2_1	0.0996422004513	0.0764343288545	0.0416975461117	0.767087925682	0.418472754744	0.5771600936733086	-2.68911082493e-10	1.38890280497e-9	-0.193614039465	0.34861517093800004	1.185560680426	0.23870370477296396	-1.657813887463e-9	1.119991722477e-9	0.8464781043074093	0.0723842712248092
AD2019	Top 1%	CLR	MAFbin7L2_1	0.0997337933781	0.124424397794	0.0363383860662	1.24756507879	0.36435379459	0.4903853981389672	8.05986137215e-10	1.04374533927e-9	0.77220573534	0.8832112842	1.6119188733799998	0.30946246997839427	-2.37759202055e-10	1.8497314764850002e-9	0.4399925851707145	0.3565546422560322
AD2019	Top 1%	CLR	MAFbin8L2_1	0.100229334598	0.121640954262	0.0396927163481	1.21362627768	0.396018955004	0.5901975567980038	5.56924300246e-10	1.31944257438e-9	0.422090594209	0.817607322676	1.609645232684	0.22900259265263226	-7.625182741339999e-10	1.876366874626e-9	0.6729588930484778	0.17201146336510736
AD2019	Top 1%	CLR	MAFbin9L2_1	0.10109997066	0.157872149252	0.0547473444983	1.56154495616	0.541516917769	0.2920439150783793	1.36438725299e-9	1.43422626737e-9	0.951305441849	1.020028038391	2.103061873929	0.5345518381331148	-6.98390143799999e-11	2.7986135203600003e-9	0.3414493453002093	0.46667371566714294
AD2019	Top 1%	CLR	MAFbin10L2_1	0.0984625640752	0.140658221057	0.0350408708699	1.42854517733	0.355880137787	0.2195199536162339	6.79261756653e-10	1.12239470266e-9	0.605189738553	1.072665039543	1.784425315117	0.6585259977381738	-4.4313294600699994e-10	1.8016564593130001e-9	0.5450529331879825	0.26356131886989365
AD2019	Top 1%	CLR	MAF_Adj_Predicted_Allele_AgeL2_1	3.39243741662e-6	-0.489255659502	0.151947494945	-144219.509284	44790.0657506	0.00295893957362625	-6.73436845165e-10	5.44351322515e-10	-1.23713641781	-189009.57503459998	-99429.4435334	2.5288639037507017	-1.21778816768e-9	-1.2908552264999998e-10	0.21603644159944344	0.6654729847256589
AD2019	Top 1%	CLR	MAF_Adj_LLD_AFRL2_1	0.00279647423847	-0.530638275834	0.128239335325	-189.752606526	45.8575064131	4.7955138131234e-4	2.42726412874e-11	3.40050956496e-10	0.0713794236534	-235.6101129391	-143.8951001129	3.3191648537176457	-3.157783152086e-10	3.6432359778340003e-10	0.9430957853778252	0.025444195970557214
AD2019	Top 1%	CLR	Recomb_Rate_10kbL2_1	1.55242444209	2.62733961812	0.703039374926	1.69241062359	0.452865437998	0.14660797472694737	3.91275392604e-10	3.58685527951e-10	1.09085915688	1.239545185592	2.145276061588	0.8338424056450198	3.258986465299996e-11	7.499609205550001e-10	0.27533486134251467	0.5601387972148455
AD2019	Top 1%	CLR	Nucleotide_Diversity_10kbL2_1	4.60869534068	3.7357864704	0.248633559188	0.810595232326	0.0539487947909	5.278382660681511e-5	-1.455304046e-10	1.88643705206e-10	-0.771456457776	0.7566464375351	0.8645440271168999	4.277499128439893	-3.34174109806e-10	4.3113300606e-11	0.44043642178612497	0.35611677433540556
AD2019	Top 1%	CLR	Backgrd_Selection_StatL2_1	0.177719811869	0.257342669736	0.020710686052	1.44802465763	0.116535606437	2.242537513420858e-7	-1.29429111338e-9	2.16220314834e-9	-0.598598292845	1.331489051193	1.564560264067	6.649260283295951	-3.45649426172e-9	8.679120349599998e-10	0.5494407947527993	0.260079098322276
AD2019	Top 1%	CLR	CpG_Content_50kbL2_1	0.0100518737376	0.0148880790955	0.00143394980343	1.48112476182	0.142654975665	7.9149195120502e-4	8.01299651522e-9	8.75957516106e-8	0.0914769993736	1.3384697861550001	1.623779737485	3.10155349718194	-7.958275509538e-8	9.560874812582e-8	0.9271135814389186	0.032867056825889515
AD2019	Top 1%	CLR	MAF_Adj_ASMCL2_1	-2.34852700521e-14	-0.471647682966	0.12666691066	20082702132800	-5393461960570	1.2160528830185113e-5	-3.21453639604e-10	4.06061119641e-10	-0.791638558963	25476164093370	14689240172230	4.915047538300344	-7.27514759245e-10	8.460748003700002e-11	0.42857145702264443	0.3679767564634479
AD2019	Top 1%	CLR	GTEx_eQTL_MaxCPPL2_1	0.0103404094611	0.208454068736	0.060423828354	20.1591696653	5.84346573325	5.7595253162736e-4	8.18472419802e-8	2.64281025468e-8	3.09697761446	14.315703932049999	26.002635398549998	3.2396133084201986	5.54191394334e-8	1.0827534452700001e-7	0.001955046368647595	2.7088429378031655
AD2019	Top 1%	CLR	BLUEPRINT_H3K27acQTL_MaxCPPL2_1	0.0165455490697	0.190880819535	0.0628719790888	11.5366869199	3.79993307105	0.00355039434510301	4.87839791552e-8	2.28542291244e-8	2.13457119423	7.736753848849999	15.336619990949998	2.4497234068348344	2.5929750030799998e-8	7.16382082796e-8	0.03279605249393132	1.4841784271198664
AD2019	Top 1%	CLR	BLUEPRINT_H3K4me1QTL_MaxCPPL2_1	0.0133725355131	0.0570556292663	0.0359731015829	4.26662761226	2.69007336324	0.221894298055746	-5.43296648592e-9	1.88082948364e-8	-0.288860129702	1.57655424902	6.9567009754999996	0.6538538575460087	-2.424126132232e-8	1.337532835048e-8	0.7726884155553627	0.11199559881760295
AD2019	Top 1%	CLR	BLUEPRINT_DNA_methylation_MaxCPPL2_1	0.0317309714814	0.174916726602	0.0491786667258	5.512492005	1.54986325441	0.00391789640853668	1.20635862885e-8	9.56808790325e-9	1.26081474277	3.9626287505900004	7.06235525941	2.406947051188566	2.49549838525e-9	2.163167419175e-8	0.20737560088276097	0.6832423425724568
AD2019	Top 1%	CLR	synonymousL2_1	0.00312003085306	0.0189271663356	0.055836844021	6.06633947772	17.8962473933	0.7780567627399853	-5.36065382213e-8	7.51153760274e-8	-0.713655992374	-11.829907915580002	23.96258687102	0.10898871811891823	-1.287219142487e-7	2.1508837806100003e-8	0.4754399250930967	0.32290435117416405
AD2019	Top 1%	CLR	non_synonymousL2_1	0.00271541155	0.0376933764279	0.0687141789464	13.8812757233	25.3052539849	0.6112560757404888	-2.1486645244e-8	5.48821946517e-8	-0.391504847434	-11.423978261599999	39.1865297082	0.2137768110626728	-7.63688398957e-8	3.33955494077e-8	0.6954241063068816	0.15775025892943295
